DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
19800122 000000,0.0,80.0,93.0,61.0,Senegal
19800122 000000,0.0,77.0,89.0,58.0,Senegal
19800122 000000,,46.0,59.0,32.0,Tunisia
19800122 000000,0.0,78.0,95.0,64.0,Senegal
19800123 000000,0.0,75.0,89.0,59.0,Senegal
19800123 000000,0.16,60.0,64.0,50.0,Egypt
19800123 000000,0.0,76.0,93.0,63.0,Senegal
19800123 000000,,86.0,99.0,,Senegal
19800123 000000,0.0,68.0,73.0,63.0,Senegal
19800123 000000,0.0,74.0,93.0,59.0,Senegal
19800123 000000,0.0,77.0,99.0,61.0,Senegal
19800123 000000,,56.0,66.0,43.0,Tunisia
19800123 000000,,85.0,99.0,,Senegal
19800123 000000,0.0,68.0,82.0,61.0,Senegal
19800123 000000,0.0,83.0,100.0,59.0,Senegal
19800123 000000,0.39,,,,Angola
19800123 000000,1.26,80.0,,75.0,Cameroon
19800123 000000,0.0,76.0,91.0,58.0,Senegal
19800123 000000,,51.0,61.0,39.0,Tunisia
19800123 000000,0.0,60.0,70.0,50.0,Egypt
19800123 000000,0.0,89.0,100.0,75.0,Senegal
19800123 000000,0.0,,84.0,60.0,Senegal
19800123 000000,,54.0,72.0,43.0,Tunisia
19800123 000000,0.0,76.0,90.0,58.0,Senegal
19800123 000000,,50.0,64.0,39.0,Tunisia
19800123 000000,,48.0,66.0,30.0,Tunisia
19800123 000000,0.12,54.0,,46.0,Egypt
19800124 000000,0.0,77.0,95.0,63.0,Senegal
19800124 000000,,56.0,66.0,46.0,Tunisia
19800124 000000,,80.0,,,Cameroon
19800124 000000,,72.0,,,Cameroon
19800124 000000,0.0,75.0,95.0,63.0,Senegal
19800124 000000,,49.0,61.0,34.0,Tunisia
19800124 000000,0.0,82.0,102.0,64.0,Senegal
19800124 000000,0.0,68.0,75.0,63.0,Senegal
19800124 000000,,85.0,102.0,,Senegal
19800124 000000,0.0,54.0,,48.0,Egypt
19800124 000000,0.0,58.0,,43.0,Egypt
19800124 000000,0.0,,88.0,62.0,Senegal
19800124 000000,0.0,75.0,94.0,56.0,Senegal
19800124 000000,0.0,79.0,99.0,63.0,Senegal
19800124 000000,,88.0,102.0,,Senegal
19800124 000000,0.0,59.0,68.0,,Egypt
19800124 000000,0.0,,94.0,57.0,Senegal
19800124 000000,0.0,69.0,81.0,63.0,Senegal
19800124 000000,,55.0,75.0,41.0,Tunisia
19800124 000000,0.0,,,,Angola
19800124 000000,,89.0,100.0,,Senegal
19800124 000000,,47.0,70.0,28.0,Tunisia
19800124 000000,0.04,57.0,,52.0,Egypt
19800124 000000,0.0,82.0,,,Cameroon
19800124 000000,,51.0,64.0,39.0,Tunisia
19800124 000000,,76.0,,,Cameroon
19800124 000000,0.0,78.0,94.0,59.0,Senegal
19800125 000000,,81.0,,,Cameroon
19800125 000000,,52.0,77.0,32.0,Tunisia
19800125 000000,0.0,74.0,95.0,59.0,Senegal
19800125 000000,,56.0,72.0,41.0,Tunisia
19800125 000000,,74.0,,,Cameroon
19800125 000000,0.0,,91.0,61.0,Senegal
19800125 000000,,56.0,68.0,46.0,Tunisia
19800125 000000,0.0,80.0,99.0,63.0,Senegal
19800125 000000,0.0,75.0,93.0,59.0,Senegal
19800125 000000,0.0,76.0,91.0,61.0,Senegal
19800125 000000,0.0,90.0,102.0,73.0,Senegal
19800125 000000,0.0,69.0,77.0,59.0,Senegal
19800125 000000,,49.0,63.0,34.0,Tunisia
19800125 000000,0.0,80.0,100.0,63.0,Senegal
19800125 000000,0.0,69.0,82.0,,Senegal
19800125 000000,0.24,59.0,64.0,,Egypt
19800125 000000,0.0,,,,Angola
19800125 000000,0.0,54.0,,46.0,Egypt
19800125 000000,0.0,,86.0,56.0,Senegal
19800125 000000,,79.0,,,Cameroon
19800125 000000,0.0,59.0,70.0,46.0,Egypt
19800125 000000,,59.0,77.0,43.0,Tunisia
19800125 000000,0.0,77.0,92.0,59.0,Senegal
19800125 000000,0.0,86.0,102.0,73.0,Senegal
19800125 000000,0.0,83.0,102.0,55.0,Senegal
19800126 000000,0.0,76.0,90.0,66.0,Senegal
19800126 000000,0.0,70.0,77.0,,Senegal
19800126 000000,0.0,80.0,93.0,72.0,Senegal
19800126 000000,0.0,78.0,85.0,64.0,Senegal
19800126 000000,,72.0,,,Cameroon
19800126 000000,,51.0,63.0,32.0,Tunisia
19800126 000000,0.0,70.0,81.0,63.0,Senegal
19800126 000000,0.0,75.0,91.0,64.0,Senegal
19800126 000000,0.0,86.0,95.0,72.0,Senegal
19800126 000000,0.0,81.0,91.0,,Senegal
19800126 000000,0.0,78.0,87.0,64.0,Senegal
19800126 000000,0.0,59.0,72.0,45.0,Egypt
19800126 000000,0.0,77.0,,66.0,Senegal
19800126 000000,0.0,74.0,84.0,62.0,Senegal
19800126 000000,0.0,,,,Angola
19800126 000000,,62.0,79.0,48.0,Tunisia
19800126 000000,,58.0,68.0,48.0,Tunisia
19800126 000000,0.0,76.0,91.0,55.0,Senegal
19800126 000000,,55.0,70.0,45.0,Tunisia
19800126 000000,0.0,,81.0,63.0,Senegal
19800126 000000,0.0,56.0,68.0,43.0,Egypt
19800126 000000,,52.0,72.0,36.0,Tunisia
19800127 000000,0.0,55.0,70.0,48.0,Egypt
19800127 000000,0.0,72.0,86.0,61.0,Senegal
19800127 000000,,58.0,73.0,50.0,Tunisia
19800127 000000,,76.0,90.0,,Senegal
19800127 000000,0.0,58.0,70.0,43.0,Egypt
19800127 000000,0.0,69.0,73.0,66.0,Senegal
19800127 000000,0.0,75.0,88.0,66.0,Senegal
19800127 000000,0.0,79.0,93.0,68.0,Senegal
19800127 000000,,78.0,,,Cameroon
19800127 000000,0.0,76.0,87.0,60.0,Senegal
19800127 000000,0.0,,,,Angola
19800127 000000,0.0,60.0,77.0,41.0,Egypt
19800127 000000,0.0,67.0,79.0,61.0,Senegal
19800127 000000,,53.0,70.0,39.0,Tunisia
19800127 000000,,86.0,93.0,,Senegal
19800127 000000,0.0,,79.0,61.0,Senegal
19800127 000000,,53.0,64.0,43.0,Tunisia
19800127 000000,,81.0,,,Cameroon
19800127 000000,,73.0,,,Cameroon
19800127 000000,,52.0,66.0,,Tunisia
19800127 000000,0.0,71.0,81.0,57.0,Senegal
19800127 000000,,58.0,72.0,46.0,Tunisia
19800127 000000,0.0,77.0,90.0,64.0,Senegal
19800127 000000,0.0,71.0,82.0,60.0,Senegal
19800127 000000,,81.0,91.0,,Senegal
19800128 000000,0.0,72.0,86.0,58.0,Senegal
19800128 000000,0.0,74.0,88.0,60.0,Senegal
19800128 000000,0.0,72.0,87.0,59.0,Senegal
19800128 000000,0.0,57.0,68.0,45.0,Egypt
19800128 000000,,54.0,61.0,43.0,Tunisia
19800128 000000,0.0,78.0,93.0,61.0,Senegal
19800128 000000,,50.0,61.0,37.0,Tunisia
19800128 000000,0.0,67.0,,66.0,Senegal
19800128 000000,0.0,,83.0,60.0,Senegal
19800128 000000,0.0,,,,Angola
19800128 000000,,54.0,,,Tunisia
19800128 000000,0.0,66.0,84.0,61.0,Senegal
19800128 000000,0.0,57.0,64.0,50.0,Egypt
19800128 000000,0.0,70.0,88.0,61.0,Senegal
19800128 000000,0.0,79.0,93.0,68.0,Senegal
19800128 000000,0.0,72.0,93.0,63.0,Senegal
19800128 000000,0.0,68.0,79.0,48.0,Egypt
19800128 000000,0.0,81.0,95.0,72.0,Senegal
19800128 000000,,53.0,63.0,43.0,Tunisia
19800128 000000,,50.0,63.0,39.0,Tunisia
19800128 000000,0.0,72.0,91.0,61.0,Senegal
19800129 000000,,52.0,,45.0,Tunisia
19800129 000000,0.0,,88.0,61.0,Senegal
19800129 000000,0.0,53.0,,,Egypt
19800129 000000,0.0,79.0,94.0,61.0,Senegal
19800129 000000,0.0,76.0,93.0,59.0,Senegal
19800129 000000,0.0,69.0,75.0,64.0,Senegal
19800129 000000,0.0,70.0,,61.0,Senegal
19800129 000000,0.0,85.0,99.0,72.0,Senegal
19800129 000000,0.0,79.0,97.0,64.0,Senegal
19800129 000000,0.0,62.0,73.0,46.0,Egypt
19800129 000000,0.0,76.0,92.0,58.0,Senegal
19800129 000000,0.0,87.0,99.0,73.0,Senegal
19800129 000000,,54.0,55.0,52.0,Tunisia
19800129 000000,0.0,86.0,99.0,63.0,Senegal
19800129 000000,0.0,83.0,100.0,61.0,Senegal
19800129 000000,0.0,54.0,,,Egypt
19800129 000000,,52.0,55.0,48.0,Tunisia
19800129 000000,,55.0,59.0,52.0,Tunisia
19800129 000000,0.0,80.0,95.0,61.0,Senegal
19800129 000000,0.0,,,,Angola
19800129 000000,,55.0,59.0,52.0,Tunisia
19800130 000000,0.0,61.0,72.0,43.0,Egypt
19800130 000000,0.28,,,,Angola
19800130 000000,0.0,70.0,77.0,64.0,Senegal
19800130 000000,0.0,54.0,59.0,45.0,Egypt
19800130 000000,0.0,80.0,95.0,60.0,Senegal
19800130 000000,0.0,83.0,102.0,66.0,Senegal
19800130 000000,,55.0,59.0,54.0,Tunisia
19800130 000000,0.0,55.0,57.0,52.0,Egypt
19800130 000000,0.0,76.0,95.0,63.0,Senegal
19800130 000000,0.0,82.0,96.0,63.0,Senegal
19800130 000000,,53.0,55.0,50.0,Tunisia
19800130 000000,0.0,86.0,100.0,73.0,Senegal
19800130 000000,0.0,80.0,99.0,63.0,Senegal
19800130 000000,0.0,,97.0,61.0,Senegal
19800130 000000,0.0,79.0,94.0,63.0,Senegal
19800130 000000,0.0,80.0,102.0,66.0,Senegal
19800130 000000,,52.0,57.0,,Tunisia
19800130 000000,0.0,86.0,,77.0,Senegal
19800130 000000,0.0,82.0,100.0,66.0,Senegal
19800130 000000,,52.0,55.0,48.0,Tunisia
19800130 000000,,53.0,57.0,,Tunisia
19800130 000000,0.0,81.0,102.0,59.0,Senegal
19800131 000000,0.0,61.0,,46.0,Egypt
19800131 000000,0.0,81.0,95.0,62.0,Senegal
19800131 000000,0.0,80.0,94.0,58.0,Senegal
19800131 000000,0.0,53.0,61.0,45.0,Egypt
19800131 000000,0.0,69.0,75.0,64.0,Senegal
19800131 000000,,53.0,59.0,48.0,Tunisia
19800131 000000,0.0,82.0,99.0,66.0,Senegal
19800131 000000,0.0,81.0,100.0,64.0,Senegal
19800131 000000,,55.0,59.0,52.0,Tunisia
19800131 000000,,51.0,64.0,41.0,Tunisia
19800131 000000,,93.0,100.0,,Senegal
19800131 000000,,52.0,63.0,43.0,Tunisia
19800131 000000,,53.0,64.0,41.0,Tunisia
19800131 000000,0.0,82.0,,70.0,Senegal
19800131 000000,0.0,,,,Angola
19800131 000000,0.0,,96.0,63.0,Senegal
19800131 000000,0.0,83.0,100.0,64.0,Senegal
19800131 000000,0.0,86.0,100.0,72.0,Senegal
19800131 000000,0.0,76.0,97.0,61.0,Senegal
19800131 000000,0.0,82.0,97.0,66.0,Senegal
19800131 000000,0.0,54.0,,50.0,Egypt
19800201 000000,0.0,74.0,91.0,64.0,Senegal
19800201 000000,,55.0,64.0,,Tunisia
19800201 000000,0.0,80.0,100.0,66.0,Senegal
19800201 000000,,55.0,63.0,50.0,Tunisia
19800201 000000,,57.0,63.0,,Tunisia
19800201 000000,,58.0,70.0,43.0,Tunisia
19800201 000000,0.0,87.0,99.0,73.0,Senegal
19800201 000000,0.0,56.0,63.0,43.0,Egypt
19800201 000000,0.0,,95.0,66.0,Senegal
19800201 000000,0.0,84.0,97.0,72.0,Senegal
19800201 000000,,62.0,77.0,,Egypt
19800201 000000,0.0,78.0,100.0,59.0,Senegal
19800201 000000,0.0,82.0,94.0,68.0,Senegal
19800201 000000,0.0,83.0,97.0,,Senegal
19800201 000000,0.0,53.0,61.0,45.0,Egypt
19800201 000000,0.0,69.0,,64.0,Senegal
19800201 000000,0.0,,,,Angola
19800201 000000,0.0,81.0,95.0,70.0,Senegal
19800201 000000,,58.0,70.0,46.0,Tunisia
19800201 000000,0.0,79.0,91.0,67.0,Senegal
19800201 000000,0.0,78.0,90.0,65.0,Senegal
19800201 000000,0.0,83.0,100.0,70.0,Senegal
19800202 000000,0.0,79.0,91.0,62.0,Senegal
19800202 000000,,54.0,,45.0,Tunisia
19800202 000000,,55.0,68.0,45.0,Tunisia
19800202 000000,0.0,86.0,99.0,68.0,Senegal
19800202 000000,,85.0,97.0,,Senegal
19800202 000000,0.0,,95.0,64.0,Senegal
19800202 000000,0.0,81.0,94.0,66.0,Senegal
19800202 000000,0.0,56.0,63.0,50.0,Egypt
19800202 000000,0.0,84.0,99.0,70.0,Senegal
19800202 000000,0.0,74.0,91.0,61.0,Senegal
19800202 000000,,55.0,61.0,50.0,Tunisia
19800202 000000,0.0,69.0,81.0,50.0,Egypt
19800202 000000,0.0,84.0,99.0,68.0,Senegal
19800202 000000,0.0,80.0,92.0,63.0,Senegal
19800202 000000,,58.0,63.0,,Tunisia
19800202 000000,0.0,82.0,95.0,68.0,Senegal
19800202 000000,0.0,,,,Angola
19800202 000000,,52.0,63.0,45.0,Tunisia
19800202 000000,0.0,57.0,64.0,43.0,Egypt
19800202 000000,0.0,69.0,79.0,63.0,Senegal
19800202 000000,0.0,77.0,99.0,63.0,Senegal
19800202 000000,0.0,81.0,100.0,55.0,Senegal
19800203 000000,0.0,82.0,100.0,66.0,Senegal
19800203 000000,0.0,78.0,94.0,59.0,Senegal
19800203 000000,,90.0,99.0,,Senegal
19800203 000000,0.0,,,,Angola
19800203 000000,0.0,56.0,,48.0,Egypt
19800203 000000,0.0,79.0,95.0,64.0,Senegal
19800203 000000,0.0,74.0,,,Senegal
19800203 000000,,58.0,64.0,,Tunisia
19800203 000000,,54.0,68.0,39.0,Tunisia
19800203 000000,,52.0,63.0,43.0,Tunisia
19800203 000000,,56.0,68.0,46.0,Tunisia
19800203 000000,0.0,66.0,77.0,61.0,Senegal
19800203 000000,0.0,63.0,82.0,52.0,Egypt
19800203 000000,0.0,81.0,99.0,66.0,Senegal
19800203 000000,0.0,77.0,99.0,61.0,Senegal
19800203 000000,,50.0,64.0,36.0,Tunisia
19800203 000000,0.0,80.0,93.0,62.0,Senegal
19800203 000000,0.0,74.0,93.0,63.0,Senegal
19800203 000000,0.0,85.0,97.0,72.0,Senegal
19800203 000000,0.0,77.0,92.0,61.0,Senegal
19800203 000000,0.0,,96.0,63.0,Senegal
19800204 000000,0.0,81.0,97.0,63.0,Senegal
19800204 000000,0.0,80.0,,75.0,Cameroon
19800204 000000,0.0,82.0,99.0,63.0,Senegal
19800204 000000,,56.0,66.0,45.0,Tunisia
19800204 000000,0.0,76.0,97.0,,Senegal
19800204 000000,0.08,59.0,,,Egypt
19800204 000000,0.0,68.0,75.0,59.0,Senegal
19800204 000000,0.0,79.0,93.0,64.0,Senegal
19800204 000000,0.0,83.0,,70.0,Senegal
19800204 000000,0.0,72.0,93.0,57.0,Senegal
19800204 000000,0.0,60.0,70.0,48.0,Egypt
19800204 000000,0.0,,,,Angola
19800204 000000,,56.0,64.0,39.0,Tunisia
19800204 000000,,57.0,70.0,45.0,Tunisia
19800204 000000,,54.0,70.0,41.0,Tunisia
19800204 000000,,57.0,,,Egypt
19800204 000000,0.0,80.0,90.0,,Senegal
19800204 000000,0.0,82.0,100.0,66.0,Senegal
19800204 000000,,58.0,73.0,43.0,Tunisia
19800204 000000,0.0,79.0,99.0,64.0,Senegal
19800204 000000,0.0,79.0,92.0,58.0,Senegal
19800204 000000,0.0,78.0,97.0,59.0,Senegal
19800204 000000,0.0,,95.0,62.0,Senegal
19800205 000000,0.0,,88.0,60.0,Senegal
19800205 000000,0.0,77.0,90.0,65.0,Senegal
19800205 000000,0.0,80.0,90.0,67.0,Senegal
19800205 000000,,62.0,73.0,46.0,Tunisia
19800205 000000,0.0,77.0,90.0,66.0,Senegal
19800205 000000,0.0,80.0,,75.0,Senegal
19800205 000000,,60.0,70.0,50.0,Tunisia
19800205 000000,0.0,73.0,84.0,64.0,Senegal
19800205 000000,0.0,82.0,91.0,75.0,Senegal
19800205 000000,0.2,60.0,66.0,55.0,Egypt
19800205 000000,0.0,74.0,81.0,68.0,Senegal
19800205 000000,0.0,79.0,92.0,67.0,Senegal
19800205 000000,0.0,58.0,68.0,45.0,Egypt
19800205 000000,0.0,71.0,82.0,63.0,Senegal
19800205 000000,0.0,,,,Angola
19800205 000000,,64.0,81.0,52.0,Tunisia
19800205 000000,0.0,78.0,81.0,75.0,Senegal
19800205 000000,,58.0,73.0,43.0,Tunisia
19800205 000000,,62.0,77.0,52.0,Tunisia
19800206 000000,,71.0,,,Senegal
19800206 000000,,65.0,79.0,46.0,Tunisia
19800206 000000,0.02,60.0,68.0,52.0,Egypt
19800206 000000,0.0,,84.0,66.0,Senegal
19800206 000000,0.0,60.0,72.0,46.0,Egypt
19800206 000000,,59.0,73.0,46.0,Tunisia
19800206 000000,,58.0,75.0,41.0,Tunisia
19800206 000000,0.0,71.0,82.0,66.0,Senegal
19800206 000000,0.0,71.0,77.0,64.0,Senegal
19800206 000000,0.0,81.0,92.0,67.0,Senegal
19800206 000000,0.0,78.0,86.0,72.0,Senegal
19800206 000000,,70.0,72.0,70.0,Senegal
19800206 000000,,66.0,77.0,54.0,Tunisia
19800206 000000,0.0,,,,Angola
19800206 000000,0.0,79.0,90.0,71.0,Senegal
19800206 000000,,73.0,84.0,68.0,Senegal
19800206 000000,0.0,77.0,88.0,70.0,Senegal
19800206 000000,0.0,80.0,90.0,70.0,Senegal
19800206 000000,,60.0,70.0,43.0,Tunisia
19800206 000000,0.0,78.0,84.0,72.0,Senegal
19800207 000000,,53.0,,45.0,Tunisia
19800207 000000,0.0,71.0,90.0,43.0,Senegal
19800207 000000,,59.0,70.0,48.0,Tunisia
19800207 000000,0.0,,90.0,65.0,Senegal
19800207 000000,0.51,72.0,79.0,68.0,Senegal
19800207 000000,0.0,63.0,75.0,46.0,Egypt
19800207 000000,0.0,80.0,89.0,63.0,Senegal
19800207 000000,,78.0,88.0,,Senegal
19800207 000000,0.0,76.0,87.0,64.0,Senegal
19800207 000000,,61.0,70.0,55.0,Tunisia
19800207 000000,0.0,75.0,86.0,66.0,Senegal
19800207 000000,1.13,,,,Angola
19800207 000000,0.0,77.0,86.0,67.0,Senegal
19800207 000000,0.24,68.0,75.0,64.0,Senegal
19800207 000000,0.0,71.0,77.0,66.0,Senegal
19800207 000000,,82.0,,,Cameroon
19800207 000000,0.16,72.0,84.0,66.0,Senegal
19800207 000000,,63.0,72.0,43.0,Tunisia
19800207 000000,0.0,74.0,81.0,68.0,Senegal
19800207 000000,,56.0,63.0,43.0,Tunisia
19800207 000000,0.0,59.0,,52.0,Egypt
19800207 000000,0.0,76.0,84.0,70.0,Senegal
19800208 000000,0.0,79.0,95.0,64.0,Senegal
19800208 000000,0.08,79.0,90.0,66.0,Senegal
19800208 000000,,55.0,63.0,46.0,Tunisia
19800208 000000,0.04,73.0,84.0,66.0,Senegal
19800208 000000,0.0,62.0,70.0,,Egypt
19800208 000000,0.0,58.0,66.0,48.0,Egypt
19800208 000000,,53.0,61.0,,Tunisia
19800208 000000,0.0,54.0,72.0,43.0,Egypt
19800208 000000,0.0,76.0,93.0,59.0,Senegal
19800208 000000,0.0,76.0,91.0,68.0,Senegal
19800208 000000,0.0,78.0,91.0,63.0,Senegal
19800208 000000,0.0,78.0,93.0,63.0,Senegal
19800208 000000,,54.0,68.0,41.0,Tunisia
19800208 000000,0.13,,,,Angola
19800208 000000,0.0,75.0,87.0,60.0,Senegal
19800208 000000,,58.0,68.0,45.0,Tunisia
19800208 000000,0.0,63.0,81.0,50.0,Egypt
19800208 000000,0.0,69.0,88.0,57.0,Senegal
19800208 000000,0.0,69.0,81.0,61.0,Senegal
19800208 000000,0.0,,90.0,58.0,Senegal
19800208 000000,0.0,76.0,91.0,63.0,Senegal
19800208 000000,,53.0,68.0,41.0,Tunisia
19800208 000000,0.0,74.0,82.0,68.0,Senegal
19800209 000000,0.0,79.0,,61.0,Senegal
19800209 000000,0.0,,96.0,63.0,Senegal
19800209 000000,0.0,78.0,,66.0,Senegal
19800209 000000,0.0,75.0,,59.0,Senegal
19800209 000000,,49.0,64.0,36.0,Tunisia
19800209 000000,0.0,58.0,68.0,48.0,Egypt
19800209 000000,0.0,80.0,95.0,64.0,Senegal
19800209 000000,0.0,81.0,95.0,66.0,Senegal
19800209 000000,0.0,74.0,,63.0,Senegal
19800209 000000,0.0,78.0,,63.0,Senegal
19800209 000000,0.0,,,,Angola
19800209 000000,,53.0,66.0,41.0,Tunisia
19800209 000000,,54.0,61.0,45.0,Tunisia
19800209 000000,0.0,,95.0,63.0,Senegal
19800209 000000,,62.0,75.0,,Egypt
19800209 000000,0.0,70.0,,64.0,Senegal
19800209 000000,0.0,76.0,,63.0,Senegal
19800209 000000,,53.0,63.0,43.0,Tunisia
19800209 000000,,53.0,64.0,41.0,Tunisia
19800209 000000,0.0,58.0,63.0,54.0,Egypt
19800209 000000,0.0,79.0,,64.0,Senegal
19800209 000000,0.0,79.0,,64.0,Senegal
19800210 000000,0.0,87.0,92.0,66.0,Senegal
19800210 000000,0.12,60.0,64.0,50.0,Egypt
19800210 000000,0.0,80.0,90.0,68.0,Senegal
19800210 000000,0.0,86.0,102.0,68.0,Senegal
19800210 000000,0.0,71.0,81.0,61.0,Senegal
19800210 000000,,56.0,64.0,43.0,Tunisia
19800210 000000,0.0,87.0,99.0,70.0,Senegal
19800210 000000,0.0,,98.0,66.0,Senegal
19800210 000000,,52.0,68.0,,Tunisia
19800210 000000,0.35,58.0,63.0,52.0,Egypt
19800210 000000,,89.0,99.0,,Senegal
19800210 000000,0.0,81.0,,63.0,Senegal
19800210 000000,0.12,,,,Angola
19800210 000000,0.0,84.0,96.0,71.0,Senegal
19800210 000000,0.0,56.0,,50.0,Egypt
19800210 000000,,54.0,66.0,43.0,Tunisia
19800210 000000,0.0,60.0,73.0,52.0,Egypt
19800210 000000,,54.0,64.0,46.0,Tunisia
19800210 000000,,83.0,95.0,,Senegal
19800210 000000,,55.0,64.0,41.0,Tunisia
19800210 000000,0.0,80.0,100.0,,Senegal
19800210 000000,0.0,84.0,99.0,66.0,Senegal
19800210 000000,,77.0,95.0,,Senegal
19800211 000000,,55.0,59.0,48.0,Tunisia
19800211 000000,0.0,85.0,99.0,67.0,Senegal
19800211 000000,0.0,,,,Angola
19800211 000000,0.0,,97.0,68.0,Senegal
19800211 000000,,55.0,61.0,50.0,Tunisia
19800211 000000,0.0,84.0,100.0,70.0,Senegal
19800211 000000,,54.0,66.0,,Egypt
19800211 000000,0.0,85.0,100.0,68.0,Senegal
19800211 000000,,55.0,63.0,46.0,Tunisia
19800211 000000,0.0,90.0,95.0,68.0,Senegal
19800211 000000,0.0,60.0,68.0,,Egypt
19800211 000000,0.0,84.0,100.0,61.0,Senegal
19800211 000000,0.0,87.0,102.0,72.0,Senegal
19800211 000000,0.0,60.0,73.0,50.0,Egypt
19800211 000000,,56.0,63.0,50.0,Tunisia
19800211 000000,0.0,81.0,96.0,68.0,Senegal
19800211 000000,0.0,86.0,99.0,72.0,Senegal
19800211 000000,0.0,81.0,100.0,66.0,Senegal
19800211 000000,0.0,78.0,95.0,70.0,Senegal
19800211 000000,,54.0,57.0,50.0,Tunisia
19800211 000000,0.02,52.0,63.0,46.0,Egypt
19800211 000000,0.0,85.0,97.0,73.0,Senegal
19800211 000000,0.0,71.0,79.0,64.0,Senegal
19800212 000000,0.0,,99.0,62.0,Senegal
19800212 000000,0.0,57.0,,46.0,Egypt
19800212 000000,0.0,65.0,77.0,,Egypt
19800212 000000,,55.0,61.0,48.0,Tunisia
19800212 000000,0.0,57.0,68.0,43.0,Egypt
19800212 000000,,56.0,64.0,46.0,Tunisia
19800212 000000,0.0,,,,Angola
19800212 000000,0.0,89.0,100.0,72.0,Senegal
19800212 000000,,57.0,66.0,50.0,Tunisia
19800212 000000,0.0,88.0,100.0,,Senegal
19800212 000000,0.0,85.0,102.0,68.0,Senegal
19800212 000000,0.0,90.0,100.0,72.0,Senegal
19800212 000000,0.0,84.0,99.0,64.0,Senegal
19800212 000000,0.0,80.0,97.0,63.0,Senegal
19800212 000000,,52.0,55.0,48.0,Tunisia
19800212 000000,0.0,70.0,81.0,64.0,Senegal
19800212 000000,0.0,83.0,100.0,66.0,Senegal
19800212 000000,0.0,84.0,99.0,72.0,Senegal
19800212 000000,,56.0,63.0,54.0,Tunisia
19800212 000000,0.0,,99.0,67.0,Senegal
19800212 000000,0.0,86.0,98.0,71.0,Senegal
19800212 000000,0.0,81.0,97.0,66.0,Senegal
19800213 000000,0.0,84.0,97.0,73.0,Senegal
19800213 000000,0.0,78.0,97.0,64.0,Senegal
19800213 000000,0.0,90.0,97.0,75.0,Senegal
19800213 000000,0.0,58.0,66.0,50.0,Egypt
19800213 000000,,52.0,63.0,,Tunisia
19800213 000000,0.0,83.0,99.0,73.0,Senegal
19800213 000000,0.0,70.0,79.0,66.0,Senegal
19800213 000000,0.0,83.0,95.0,72.0,Senegal
19800213 000000,0.0,,99.0,70.0,Senegal
19800213 000000,0.0,78.0,95.0,66.0,Senegal
19800213 000000,0.0,82.0,93.0,63.0,Senegal
19800213 000000,,53.0,61.0,,Tunisia
19800213 000000,0.0,56.0,64.0,,Egypt
19800213 000000,0.0,83.0,96.0,69.0,Senegal
19800213 000000,,55.0,64.0,46.0,Tunisia
19800213 000000,0.0,84.0,96.0,70.0,Senegal
19800213 000000,,53.0,64.0,41.0,Tunisia
19800213 000000,0.79,,,,Angola
19800213 000000,,54.0,,43.0,Tunisia
19800213 000000,0.0,84.0,100.0,70.0,Senegal
19800213 000000,,62.0,66.0,,Egypt
19800213 000000,0.0,69.0,81.0,50.0,Egypt
19800213 000000,0.0,82.0,97.0,72.0,Senegal
19800214 000000,,76.0,95.0,,Senegal
19800214 000000,0.0,85.0,99.0,72.0,Senegal
19800214 000000,0.0,,,,Angola
19800214 000000,0.0,87.0,102.0,75.0,Senegal
19800214 000000,0.43,58.0,64.0,48.0,Egypt
19800214 000000,,54.0,66.0,41.0,Tunisia
19800214 000000,0.0,84.0,95.0,72.0,Senegal
19800214 000000,0.0,,98.0,67.0,Senegal
19800214 000000,0.0,78.0,91.0,68.0,Senegal
19800214 000000,,52.0,,37.0,Tunisia
19800214 000000,0.0,70.0,77.0,64.0,Senegal
19800214 000000,0.0,79.0,97.0,68.0,Senegal
19800214 000000,0.0,87.0,95.0,75.0,Senegal
19800214 000000,0.0,86.0,102.0,73.0,Senegal
19800214 000000,,51.0,61.0,43.0,Tunisia
19800214 000000,0.0,85.0,99.0,71.0,Senegal
19800214 000000,0.0,82.0,90.0,,Senegal
19800214 000000,,45.0,59.0,30.0,Tunisia
19800214 000000,,51.0,66.0,37.0,Tunisia
19800214 000000,0.0,61.0,73.0,52.0,Egypt
19800214 000000,0.16,51.0,,46.0,Egypt
19800214 000000,0.0,,97.0,66.0,Senegal
19800215 000000,0.08,53.0,,,Egypt
19800215 000000,,52.0,63.0,43.0,Tunisia
19800215 000000,0.0,81.0,96.0,65.0,Senegal
19800215 000000,,50.0,59.0,41.0,Tunisia
19800215 000000,0.0,,101.0,61.0,Senegal
19800215 000000,,60.0,70.0,,Egypt
19800215 000000,0.08,56.0,,,Egypt
19800215 000000,0.0,80.0,,61.0,Senegal
19800215 000000,,54.0,63.0,,Tunisia
19800215 000000,,58.0,64.0,,Tunisia
19800215 000000,0.0,86.0,102.0,72.0,Senegal
19800215 000000,0.0,87.0,104.0,72.0,Senegal
19800215 000000,0.0,,,,Angola
19800215 000000,0.0,71.0,82.0,66.0,Senegal
19800215 000000,0.0,87.0,106.0,66.0,Senegal
19800215 000000,0.0,80.0,104.0,61.0,Senegal
19800215 000000,0.0,86.0,104.0,63.0,Senegal
19800215 000000,,51.0,59.0,43.0,Tunisia
